No.,Camera,Object,ImType,GroupID,State Name,Target,LST,UT,RA,DEC,AIRMASS,Exptime,Binning,Ampmode,CCD Speed,CCD Mode,Grating,Filter,Central wave,NS mask,IFU,Rot Mode,Sky PA
kr231013_00126.fits,RED,galqui003_880sk,OBJECT,2023-10-13-124,M_BL4500_RL7800,galqui003_880sk,2:16:32,11:11:24,1:25:03,-0:24:44,1.09,299.9999201,"2,2",L2U2,0,0,RL,,7799.90332,Open,Medium,position angle,0
kr231013_00127.fits,RED,gal090_884,OBJECT,2023-10-13-127,M_BL4500_RL7800,gal090_884,2:25:44,11:20:34,1:36:15,+13:56:43.3,1.03,299.9999204,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00128.fits,RED,gal090_884,OBJECT,2023-10-13-127,M_BL4500_RL7800,gal090_884,2:31:27,11:26:17,1:36:15,+13:56:43.3,1.03,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,-0.01
kr231013_00129.fits,RED,gal090_884,OBJECT,2023-10-13-127,M_BL4500_RL7800,gal090_884,2:37:12,11:32:00,1:36:15,+13:56:43.3,1.04,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00130.fits,RED,gal090_884_sky,OBJECT,2023-10-13-130,M_BL4500_RL7800,gal090_884_sky,2:42:57,11:37:44,1:36:18,+13:56:43.8,1.04,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00131.fits,RED,gal090_884_sky,OBJECT,2023-10-13-130,M_BL4500_RL7800,gal090_884_sky,2:48:41,11:43:28,1:36:18,+13:56:43.8,1.05,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00132.fits,RED,gal090_884_sky,OBJECT,2023-10-13-130,M_BL4500_RL7800,gal090_884_sky,2:54:25,11:49:11,1:36:18,+13:56:43.8,1.06,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00133.fits,RED,gal090_884,OBJECT,2023-10-13-133,M_BL4500_RL7800,gal090_884,2:59:09,11:53:54,1:36:15,+13:56:43.3,1.07,149.9999601,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00134.fits,RED,gal090_884,OBJECT,2023-10-13-133,M_BL4500_RL7800,gal090_884,3:02:23,11:57:07,1:36:15,+13:56:43.3,1.07,149.9999601,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00135.fits,RED,gal090_884,OBJECT,2023-10-13-133,M_BL4500_RL7800,gal090_884,3:05:37,12:00:21,1:36:15,+13:56:43.3,1.08,149.9999601,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00136.fits,RED,gal015_829,OBJECT,2023-10-13-136,M_BL4500_RL7800,gal015_829,3:12:50,12:07:32,1:40:53,-0:12:50,1.15,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00137.fits,RED,gal015_829,OBJECT,2023-10-13-136,M_BL4500_RL7800,gal015_829,3:18:33,12:13:15,1:40:53,-0:12:50,1.16,299.9999204,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00138.fits,RED,gal015_829,OBJECT,2023-10-13-136,M_BL4500_RL7800,gal015_829,3:24:18,12:18:59,1:40:53,-0:12:50,1.18,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00139.fits,RED,gal015_829,OBJECT,2023-10-13-139,M_BL4500_RL7800,gal015_829,3:30:05,12:24:44,1:40:53,-0:12:50,1.19,299.9999204,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00140.fits,RED,gal015_829,OBJECT,2023-10-13-139,M_BL4500_RL7800,gal015_829,3:35:49,12:30:28,1:40:53,-0:12:50,1.21,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00141.fits,RED,gal015_829,OBJECT,2023-10-13-139,M_BL4500_RL7800,gal015_829,3:41:33,12:36:11,1:40:53,-0:12:50,1.23,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00142.fits,RED,gal105_896,OBJECT,2023-10-13-142,M_BL4500_RL7800,gal105_896,3:49:18,12:43:55,2:56:33,-0:10:51,1.09,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90.01
kr231013_00143.fits,RED,gal105_896,OBJECT,2023-10-13-142,M_BL4500_RL7800,gal105_896,3:55:02,12:49:38,2:56:33,-0:10:51,1.1,299.9999204,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00144.fits,RED,gal105_896,OBJECT,2023-10-13-142,M_BL4500_RL7800,gal105_896,4:00:47,12:55:22,2:56:33,-0:10:51,1.1,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,90
kr231013_00145.fits,RED,gal105_896,OBJECT,2023-10-13-145,M_BL4500_RL7800,gal105_896,4:06:31,13:01:05,2:56:33,-0:10:51,1.11,299.9999204,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0.03
kr231013_00146.fits,RED,gal105_896,OBJECT,2023-10-13-145,M_BL4500_RL7800,gal105_896,4:12:16,13:06:49,2:56:33,-0:10:51,1.12,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00147.fits,RED,gal105_896,OBJECT,2023-10-13-145,M_BL4500_RL7800,gal105_896,4:18:00,13:12:32,2:56:33,-0:10:51,1.13,299.9999201,"2,2",L2U2,0,0,RL,,7799.782227,Open,Medium,position angle,0
kr231013_00170.fits,RED,G191B2B,OBJECT,2023-10-13-170,M_BL4500_RL7800,G191B2B,6:31:29,15:25:39,5:05:30,+52:49:54.0,1.25,44.99998797,"2,2",L2U2,0,0,RL,,7799.780273,Open,Medium,position angle,300
kr231013_00171.fits,RED,G191B2B,OBJECT,2023-10-13-171,M_BL4500_RL7800,G191B2B,6:33:02,15:27:12,5:05:30,+52:49:54.0,1.25,44.99998822,"2,2",L2U2,0,0,RL,,7799.780273,Open,Medium,position angle,300
kr231013_00172.fits,RED,G191B2B,TWIFLAT,2023-10-13-172,M_BL4500_RL7800,G191B2B,6:40:51,15:34:59,6:00:00,+50:00:00.0,1.3,299.9999201,"2,2",L2U2,0,0,RL,,7799.780273,Open,Medium,position angle,300
kr231013_00173.fits,RED,G191B2B,TWIFLAT,2023-10-13-173,M_BL4500_RL7800,G191B2B,6:46:40,15:40:47,6:00:00,+50:00:00.0,1.3,299.9999201,"2,2",L2U2,0,0,RL,,7799.780273,Open,Medium,position angle,300
